Sentence,True_label,Pred_label,Pred_conf_score,Int1,Int2,Int3,flag_3_match,flag_1_match,len_of_uttr
want withdraw from ira account,I want to set up a withdrawal,I want to set up a withdrawal,0.925070797338364,I want to set up a withdrawal,I have a question about RMD,I need information about automatic withdrawals,1,1,5
what accounts can i withdraw from,I want to set up a withdrawal,I want to set up a withdrawal,0.5595521381572833,I want to set up a withdrawal,How much can I withdraw from my account?,Is this activity taxable?,1,1,6
what do i need to know about taking distributions from my 529,I want to set up a withdrawal,I want to set up a withdrawal,0.7359297251224981,I want to set up a withdrawal,I have a question about RMD,Where can I view my account history?,1,1,12
what do i need to know about taking out money from my 529,I want to set up a withdrawal,I want to set up a withdrawal,0.6304226286699182,I want to set up a withdrawal,Where can I find the terms of withdrawal for my account?,Is this activity taxable?,1,1,13
what is the best way to withdraw from a 529 account to my personal checking account in order to pay tuition?,I want to set up a withdrawal,I want to set up a withdrawal,0.9009243749019696,I want to set up a withdrawal,How do I connect a bank account to my Fidelity account?,I want to set up a transfer,1,1,21
what kind of withdrawals are available for a 529,I want to set up a withdrawal,What are the investment options within a 529 account?,0.2636198001236989,What are the investment options within a 529 account?,When will my funds be available?,What 529 plans do you offer?,0,0,9
where can i find the terms of withdrawal for my pension,I want to set up a withdrawal,Where can I find the terms of withdrawal for my account?,0.9043575907360432,Where can I find the terms of withdrawal for my account?,When will I receive my tax form?,I want to set up a withdrawal,1,0,11
where can i request withdrawal,I want to set up a withdrawal,I want to set up a withdrawal,0.9057972317575357,I want to set up a withdrawal,I need information about automatic withdrawals,Where can I find the terms of withdrawal for my account?,1,1,5
where do i go to make a withdrawal,I want to set up a withdrawal,I want to set up a withdrawal,0.9212516188001325,I want to set up a withdrawal,I need information about automatic withdrawals,When will my funds be available?,1,1,8
who do i contact regarding withdrawing from my traditional ira ? i am not able to complete online,I want to set up a withdrawal,I want to set up a withdrawal,0.6773006902442122,I want to set up a withdrawal,When will my funds be available?,I have a question about RMD,1,1,18
withdraw a sum,I want to set up a withdrawal,I want to set up a withdrawal,0.8688616721203601,I want to set up a withdrawal,How much can I withdraw from my account?,I over-contributed to my IRA. What should I do?,1,1,3
withdraw from my espp,I want to set up a withdrawal,I want to set up a withdrawal,0.6607097902261568,I want to set up a withdrawal,I have a question about my contributions,I need information about a Stock Plan Services account,1,1,4
withdraw from roth ira,I want to set up a withdrawal,I want to set up a withdrawal,0.8541119704628579,I want to set up a withdrawal,What are the rules for a Roth IRA?,Is this activity taxable?,1,1,4
withdraw funds from fidelity,I want to set up a withdrawal,I want to set up a withdrawal,0.9129664812365305,I want to set up a withdrawal,When will my funds be available?,I have questions about Fidelity Go®,1,1,4
withdraw money from my fidelity account,I want to set up a withdrawal,I want to set up a withdrawal,0.9558854823897545,I want to set up a withdrawal,How do I set up direct debit payments from my Fidelity account?,When will my funds be available?,1,1,6
withdraw my contributions,I want to set up a withdrawal,I want to set up a withdrawal,0.4047991216380671,I want to set up a withdrawal,I over-contributed to my IRA. What should I do?,I have a question about my contributions,1,1,3
withdraw of a portion of savings,I want to set up a withdrawal,I want to set up a withdrawal,0.7907996762167765,I want to set up a withdrawal,How much can I withdraw from my account?,How much do I need to save for retirement?,1,1,6
withdrawal from fidelity accounts,I want to set up a withdrawal,I want to set up a withdrawal,0.908527466628269,I want to set up a withdrawal,I need information about automatic withdrawals,I want to set up a transfer,1,1,4
withdrawal from my acc,I want to set up a withdrawal,I want to set up a withdrawal,0.7170443741832854,I want to set up a withdrawal,Where can I find the terms of withdrawal for my account?,Does Fidelity track withdrawals from my 529 plan?,1,1,4
withdrawal of funds,I want to set up a withdrawal,I want to set up a withdrawal,0.6874876948653873,I want to set up a withdrawal,Where can I view my account history?,Where can I find the terms of withdrawal for my account?,1,1,3
withdrawal of funds from 401k,I want to set up a withdrawal,I want to set up a withdrawal,0.8416187992131067,I want to set up a withdrawal,Where can I find the terms of withdrawal for my account?,Where can I view my account history?,1,1,5
withdrawal roth ira,I want to set up a withdrawal,I want to set up a withdrawal,0.8081614106494999,I want to set up a withdrawal,What is a Roth IRA?,How do I convert to a Roth IRA?,1,1,3
withdrawl from ira,I want to set up a withdrawal,I want to set up a withdrawal,0.7789930854308439,I want to set up a withdrawal,I need information about automatic withdrawals,I have a question about RMD,1,1,3
would i be able to withdraw the money from my account at this time?,I want to set up a withdrawal,I want to set up a withdrawal,0.6784973942582075,I want to set up a withdrawal,How much can I withdraw from my account?,When will my funds be available?,1,1,14
would like a withdraw,I want to set up a withdrawal,I want to set up a withdrawal,0.9198146004388166,I want to set up a withdrawal,How do I connect a bank account to my Fidelity account?,I over-contributed to my IRA. What should I do?,1,1,4
would like to make a withdrawal from my 401k account,I want to set up a withdrawal,I want to set up a withdrawal,0.9340363840026359,I want to set up a withdrawal,I have a question about RMD,I have questions about rollovers,1,1,10
would like to w/d money from 401  k,I want to set up a withdrawal,I want to set up a withdrawal,0.7406387211705306,I want to set up a withdrawal,I want to set up a transfer,I have questions about rollovers,1,1,9
would like to withdraw cash in the form of a check.  where do i find this link?,I want to set up a withdrawal,I want to set up a withdrawal,0.9108803906730915,I want to set up a withdrawal,How do I connect a bank account to my Fidelity account?,When will I receive my tax form?,1,1,18
how do i increase my online security level?,How can I improve my online security?,How can I improve my online security?,0.9123845379887412,How can I improve my online security?,I have questions about two-factor authentication,How do I make a trade?,1,1,8
"how do i know which pop up is a genuine """"fidelity"""" pop up for me to click on to get to you?",How can I improve my online security?,I am having trouble with a Fidelity website or app,0.34327834667451695,I am having trouble with a Fidelity website or app,When will I receive my tax form?,I have a question about alerts,0,0,22
"how secure is a person""s information on your site?",How can I improve my online security?,I am having trouble with a Fidelity website or app,0.2326807878022399,I am having trouble with a Fidelity website or app,I want to make changes to my bank information,I need to know about my account positions,0,0,9
i am a fidelity client and would like to know if fidelity has homeowners insurance available.,How can I improve my online security?,Does Fidelity provide homeowners insurance?,0.16852008794105305,Does Fidelity provide homeowners insurance?,I want to contact an advisor,Where can I view my account history?,0,0,16
i would like to add an rsa security token to my account,How can I improve my online security?,I have questions about two-factor authentication,0.3188543808894915,I have questions about two-factor authentication,How do I connect a bank account to my Fidelity account?,I have questions about VIP access,0,0,12
identity theft protection,How can I improve my online security?,I am worried about fraud on my account,0.7870312879268011,I am worried about fraud on my account,Are my accounts insured?,I am having trouble logging in,0,0,3
safeguarding your accounts,How can I improve my online security?,I can't find my account,0.17441098309749348,I can't find my account,How do I close my account?,Are my accounts insured?,0,0,3
after a loan is paid in full how long does it take for me to qualify for another loan?,I need information about loans,I need information about loans,0.9079995498195631,I need information about loans,When will my funds be available?,I have questions about rollovers,1,1,19
am i able to refinance my loan?,I need information about loans,Can I stop or defer my loan payments?,0.6216599133462106,Can I stop or defer my loan payments?,I need information about loans,I have a question about hardship withdrawals,1,0,7
